vacc_date,received_at_least_one_dose,full_regimen,minimum_protection,received_one_dose_pcttakeup,full_regimen_pcttakeup,minimum_protection_pcttakeup
2022-02-01,5127672.0,4823270.0,3123783.0,87.39,82.2,53.24
2022-02-02,5128002.0,4823927.0,3124512.0,87.39,82.21,53.25
2022-02-03,5133939.0,4830973.0,3145840.0,87.49,82.33,53.61
2022-02-04,5137021.0,4839491.0,3173217.0,87.55,82.48,54.08
2022-02-05,5139189.0,4850029.0,3197138.0,87.58,82.66,54.49
2022-02-06,5141556.0,4858093.0,3215111.0,87.62,82.79,54.79
2022-02-07,5144297.0,4864444.0,3238781.0,87.67,82.9,55.2
2022-02-08,5146795.0,4870168.0,3262117.0,87.71,83.0,55.59
2022-02-09,5149305.0,4876269.0,3286652.0,87.76,83.1,56.01
2022-02-10,5152480.0,4884153.0,3313285.0,87.81,83.24,56.47
2022-02-11,5154200.0,4894602.0,3346442.0,87.84,83.41,57.03
2022-02-12,5155679.0,4906052.0,3377338.0,87.86,83.61,57.56
2022-02-13,5157283.0,4914653.0,3402931.0,87.89,83.76,57.99
2022-02-14,5160043.0,4919633.0,3426712.0,87.94,83.84,58.4
2022-02-15,5162012.0,4923929.0,3443363.0,87.97,83.91,58.68
2022-02-16,5164249.0,4928464.0,3459883.0,88.01,83.99,58.96
2022-02-17,5167165.0,4933995.0,3476589.0,88.06,84.09,59.25
2022-02-18,5169219.0,4942517.0,3500375.0,88.1,84.23,59.65
2022-02-19,5171226.0,4951853.0,3522867.0,88.13,84.39,60.04
2022-02-20,5173602.0,4957895.0,3538057.0,88.17,84.49,60.3
2022-02-21,5175569.0,4961137.0,3551802.0,88.2,84.55,60.53
2022-02-22,5177163.0,4963874.0,3562981.0,88.23,84.6,60.72
2022-02-23,5178848.0,4966353.0,3574509.0,88.26,84.64,60.92
2022-02-24,5181162.0,4971109.0,3586735.0,88.3,84.72,61.13
2022-02-25,5182966.0,4978277.0,3604894.0,88.33,84.84,61.44
2022-02-26,5185553.0,4986335.0,3622597.0,88.37,84.98,61.74
2022-02-27,5187583.0,4991382.0,3633274.0,88.41,85.06,61.92
2022-02-28,5188663.0,4994848.0,3645154.0,88.43,85.12,62.12
2022-03-01,5189520.0,4997590.0,3654472.0,88.44,85.17,62.28
2022-03-02,5190140.0,5000078.0,3662789.0,88.45,85.21,62.42
2022-03-03,5191016.0,5003127.0,3671984.0,88.47,85.26,62.58
2022-03-04,5192166.0,5006982.0,3685116.0,88.49,85.33,62.8
2022-03-05,5193736.0,5010958.0,3698467.0,88.51,85.4,63.03
2022-03-06,5194386.0,5013046.0,3706374.0,88.52,85.43,63.16
2022-03-07,5195075.0,5015654.0,3714965.0,88.54,85.48,63.31
2022-03-08,5195570.0,5017897.0,3722044.0,88.54,85.52,63.43
2022-03-09,5196090.0,5020021.0,3729365.0,88.55,85.55,63.56
2022-03-10,5196949.0,5022719.0,3737153.0,88.57,85.6,63.69
2022-03-11,5197808.0,5026397.0,3749198.0,88.58,85.66,63.89
2022-03-12,5199197.0,5030354.0,3761508.0,88.61,85.73,64.1
2022-03-13,5200238.0,5032961.0,3770370.0,88.62,85.77,64.26
2022-03-14,5201386.0,5036021.0,3779377.0,88.64,85.83,64.41
2022-03-15,5202228.0,5038513.0,3787368.0,88.66,85.87,64.55
2022-03-16,5203071.0,5040957.0,3795403.0,88.67,85.91,64.68
2022-03-17,5203946.0,5043821.0,3803383.0,88.69,85.96,64.82
2022-03-18,5204734.0,5047705.0,3813063.0,88.7,86.02,64.98
2022-03-19,5205393.0,5051657.0,3821696.0,88.71,86.09,65.13
2022-03-20,5205898.0,5054451.0,3827676.0,88.72,86.14,65.23
2022-03-21,5206681.0,5056675.0,3833913.0,88.73,86.18,65.34
2022-03-22,5207351.0,5058426.0,3839263.0,88.74,86.21,65.43
2022-03-23,5207807.0,5060237.0,3844742.0,88.75,86.24,65.52
2022-03-24,5208252.0,5062028.0,3850835.0,88.76,86.27,65.63
2022-03-25,5208875.0,5064687.0,3859944.0,88.77,86.31,65.78
2022-03-26,5209578.0,5067680.0,3869091.0,88.78,86.36,65.94
2022-03-27,5210004.0,5069452.0,3875998.0,88.79,86.39,66.06
2022-03-28,5210437.0,5071210.0,3883239.0,88.8,86.42,66.18
2022-03-29,5210773.0,5072739.0,3889476.0,88.8,86.45,66.29
2022-03-30,5211122.0,5074253.0,3896117.0,88.81,86.48,66.4
2022-03-31,5211469.0,5076017.0,3902901.0,88.82,86.51,66.51
2022-04-01,5211969.0,5077738.0,3910776.0,88.82,86.54,66.65
2022-04-02,5212484.0,5079829.0,3918924.0,88.83,86.57,66.79
2022-04-03,5212800.0,5081026.0,3924689.0,88.84,86.59,66.89
2022-04-04,5213148.0,5082495.0,3930694.0,88.84,86.62,66.99
2022-04-05,5213501.0,5083697.0,3935725.0,88.85,86.64,67.07
2022-04-06,5213841.0,5084975.0,3940754.0,88.86,86.66,67.16
2022-04-07,5214270.0,5086460.0,3946148.0,88.86,86.68,67.25
2022-04-08,5214801.0,5088285.0,3953822.0,88.87,86.72,67.38
2022-04-09,5215736.0,5090557.0,3961600.0,88.89,86.75,67.51
2022-04-10,5216122.0,5091862.0,3967388.0,88.89,86.78,67.61
2022-04-11,5216454.0,5093052.0,3973151.0,88.9,86.8,67.71
2022-04-12,5216747.0,5094294.0,3978578.0,88.91,86.82,67.8
2022-04-13,5217081.0,5095748.0,3984114.0,88.91,86.84,67.9
2022-04-14,5217310.0,5096720.0,3989684.0,88.91,86.86,67.99
2022-04-15,5217367.0,5097075.0,3990451.0,88.92,86.87,68.01
2022-04-16,5218053.0,5098974.0,3999255.0,88.93,86.9,68.16
2022-04-17,5218337.0,5100037.0,4004310.0,88.93,86.92,68.24
2022-04-18,5218657.0,5101249.0,4009664.0,88.94,86.94,68.33
2022-04-19,5218886.0,5102328.0,4014348.0,88.94,86.96,68.41
2022-04-20,5219198.0,5103383.0,4018977.0,88.95,86.97,68.49
2022-04-21,5219512.0,5104486.0,4023750.0,88.95,86.99,68.57
2022-04-22,5220064.0,5106005.0,4030256.0,88.96,87.02,68.68
2022-04-23,5220632.0,5107538.0,4037113.0,88.97,87.04,68.8
2022-04-24,5220956.0,5108485.0,4042559.0,88.98,87.06,68.89
2022-04-25,5221248.0,5109521.0,4047966.0,88.98,87.08,68.99
2022-04-26,5221486.0,5110419.0,4052536.0,88.99,87.09,69.06
2022-04-27,5221734.0,5111237.0,4056805.0,88.99,87.11,69.14
2022-04-28,5222044.0,5112189.0,4061300.0,89.0,87.12,69.21
2022-04-29,5222538.0,5113660.0,4068783.0,89.0,87.15,69.34
2022-04-30,5223067.0,5115330.0,4078212.0,89.01,87.18,69.5
2022-05-01,5223298.0,5115489.0,4078967.0,89.02,87.18,69.51
2022-05-02,5223394.0,5116042.0,4085324.0,89.02,87.19,69.62
2022-05-03,5223462.0,5116285.0,4085729.0,89.02,87.19,69.63
2022-05-04,5223685.0,5116993.0,4092241.0,89.02,87.2,69.74
2022-05-05,5223860.0,5117603.0,4097422.0,89.03,87.22,69.83
2022-05-06,5224130.0,5118271.0,4103611.0,89.03,87.23,69.93
2022-05-07,5224445.0,5119178.0,4109843.0,89.04,87.24,70.04
2022-05-08,5224713.0,5120024.0,4114181.0,89.04,87.26,70.11
2022-05-09,5224920.0,5120635.0,4120003.0,89.04,87.27,70.21
2022-05-10,5225154.0,5121284.0,4124907.0,89.05,87.28,70.3
2022-05-11,5225372.0,5122005.0,4129450.0,89.05,87.29,70.38
2022-05-12,5225612.0,5122689.0,4134427.0,89.06,87.3,70.46
2022-05-13,5225991.0,5123669.0,4142060.0,89.06,87.32,70.59
2022-05-14,5226303.0,5124511.0,4149084.0,89.07,87.33,70.71
2022-05-15,5226365.0,5124681.0,4149833.0,89.07,87.34,70.72
2022-05-16,5226734.0,5125560.0,4156797.0,89.08,87.35,70.84
2022-05-17,5226956.0,5126344.0,4163538.0,89.08,87.36,70.96
2022-05-18,5227222.0,5127143.0,4169171.0,89.08,87.38,71.05
2022-05-19,5227479.0,5127879.0,4174023.0,89.09,87.39,71.13
2022-05-20,5227807.0,5128743.0,4180445.0,89.09,87.41,71.24
2022-05-21,5228234.0,5129877.0,4188244.0,89.1,87.42,71.38
2022-05-22,5228500.0,5130486.0,4193352.0,89.11,87.43,71.46
2022-05-23,5228743.0,5131171.0,4198256.0,89.11,87.45,71.55
2022-05-24,5229004.0,5131832.0,4203363.0,89.11,87.46,71.63
2022-05-25,5229249.0,5132580.0,4207855.0,89.12,87.47,71.71
2022-05-26,5229555.0,5133282.0,4212406.0,89.12,87.48,71.79
2022-05-27,5229942.0,5134169.0,4219068.0,89.13,87.5,71.9
2022-05-28,5230402.0,5135140.0,4226494.0,89.14,87.51,72.03
2022-05-29,5230717.0,5135840.0,4232123.0,89.14,87.53,72.12
2022-05-30,5231103.0,5136676.0,4238433.0,89.15,87.54,72.23
2022-05-31,5231392.0,5137411.0,4244836.0,89.15,87.55,72.34
2022-06-01,5231706.0,5138085.0,4248259.0,89.16,87.56,72.4
2022-06-02,5231973.0,5138670.0,4251577.0,89.16,87.57,72.46
2022-06-03,5232247.0,5139362.0,4255619.0,89.17,87.59,72.53
2022-06-04,5232618.0,5140297.0,4260251.0,89.18,87.6,72.6
2022-06-05,5232862.0,5140861.0,4263413.0,89.18,87.61,72.66
2022-06-06,5233198.0,5141657.0,4267240.0,89.19,87.63,72.72
2022-06-07,5233444.0,5142373.0,4270383.0,89.19,87.64,72.78
2022-06-08,5233743.0,5143141.0,4273525.0,89.19,87.65,72.83
2022-06-09,5234013.0,5143818.0,4276407.0,89.2,87.66,72.88
2022-06-10,5234224.0,5144502.0,4280214.0,89.2,87.67,72.94
2022-06-11,5234442.0,5145211.0,4284281.0,89.21,87.69,73.01
2022-06-12,5234667.0,5146011.0,4287081.0,89.21,87.7,73.06
2022-06-13,5234934.0,5146823.0,4290266.0,89.21,87.71,73.12
2022-06-14,5235145.0,5147476.0,4293225.0,89.22,87.72,73.17
2022-06-15,5235428.0,5148236.0,4295805.0,89.22,87.74,73.21
2022-06-16,5235689.0,5148964.0,4298412.0,89.23,87.75,73.25
2022-06-17,5235936.0,5149721.0,4301555.0,89.23,87.76,73.31
2022-06-18,5236169.0,5150469.0,4304707.0,89.24,87.78,73.36
2022-06-19,5236334.0,5151053.0,4306790.0,89.24,87.79,73.4
2022-06-20,5236622.0,5152035.0,4309760.0,89.24,87.8,73.45
2022-06-21,5236866.0,5152792.0,4312735.0,89.25,87.82,73.5
2022-06-22,5237194.0,5153625.0,4315729.0,89.25,87.83,73.55
2022-06-23,5237524.0,5154448.0,4318570.0,89.26,87.84,73.6
2022-06-24,5237802.0,5155243.0,4322153.0,89.26,87.86,73.66
2022-06-25,5238066.0,5156190.0,4325762.0,89.27,87.87,73.72
2022-06-26,5238213.0,5156724.0,4327707.0,89.27,87.88,73.75
2022-06-27,5238426.0,5157385.0,4330575.0,89.27,87.89,73.8
2022-06-28,5238603.0,5158018.0,4333200.0,89.28,87.9,73.85
2022-06-29,5238911.0,5158846.0,4336096.0,89.28,87.92,73.9
2022-06-30,5239204.0,5159779.0,4339595.0,89.29,87.93,73.96
2022-07-01,5239404.0,5160349.0,4342099.0,89.29,87.94,74.0
2022-07-02,5239620.0,5160889.0,4344595.0,89.29,87.95,74.04
2022-07-03,5239730.0,5161228.0,4345574.0,89.3,87.96,74.06
2022-07-04,5239942.0,5161858.0,4348200.0,89.3,87.97,74.1
2022-07-05,5240091.0,5162379.0,4350394.0,89.3,87.98,74.14
2022-07-06,5240334.0,5162907.0,4352640.0,89.31,87.99,74.18
2022-07-07,5240553.0,5163443.0,4354902.0,89.31,88.0,74.22
2022-07-08,5240817.0,5164055.0,4358026.0,89.32,88.01,74.27
2022-07-09,5241004.0,5164528.0,4360900.0,89.32,88.02,74.32
2022-07-10,5241101.0,5164856.0,4361633.0,89.32,88.02,74.33
2022-07-11,5241167.0,5165125.0,4362292.0,89.32,88.03,74.34
2022-07-12,5241319.0,5165603.0,4364862.0,89.32,88.03,74.39
2022-07-13,5241515.0,5166165.0,4367157.0,89.33,88.04,74.43
2022-07-14,5241756.0,5166763.0,4369465.0,89.33,88.05,74.47
2022-07-15,5241983.0,5167400.0,4372468.0,89.34,88.06,74.52
2022-07-16,5242152.0,5167945.0,4375541.0,89.34,88.07,74.57
2022-07-17,5242248.0,5168217.0,4376777.0,89.34,88.08,74.59
