vacc_date,received_at_least_one_dose,full_regimen,minimum_protection,received_one_dose_pcttakeup,full_regimen_pcttakeup,minimum_protection_pcttakeup
2020-12-30,630.0,14.0,9.0,0.01,0.0,0.0
2020-12-31,680.0,15.0,9.0,0.01,0.0,0.0
2021-01-01,722.0,15.0,9.0,0.01,0.0,0.0
2021-01-02,765.0,15.0,9.0,0.01,0.0,0.0
2021-01-03,815.0,15.0,9.0,0.01,0.0,0.0
2021-01-04,915.0,15.0,9.0,0.02,0.0,0.0
2021-01-05,1003.0,19.0,9.0,0.02,0.0,0.0
2021-01-06,1134.0,22.0,9.0,0.02,0.0,0.0
2021-01-07,1259.0,26.0,9.0,0.02,0.0,0.0
2021-01-08,2112.0,37.0,9.0,0.04,0.0,0.0
2021-01-09,2572.0,43.0,9.0,0.04,0.0,0.0
2021-01-10,2800.0,47.0,9.0,0.05,0.0,0.0
2021-01-11,4958.0,51.0,9.0,0.08,0.0,0.0
2021-01-12,7850.0,64.0,9.0,0.13,0.0,0.0
2021-01-13,11953.0,79.0,9.0,0.2,0.0,0.0
2021-01-14,16728.0,93.0,9.0,0.29,0.0,0.0
2021-01-15,22059.0,106.0,9.0,0.38,0.0,0.0
2021-01-16,23831.0,119.0,9.0,0.41,0.0,0.0
2021-01-17,24547.0,130.0,9.0,0.42,0.0,0.0
2021-01-18,32006.0,165.0,9.0,0.55,0.0,0.0
2021-01-19,40122.0,219.0,9.0,0.68,0.0,0.0
2021-01-20,49156.0,329.0,9.0,0.84,0.01,0.0
2021-01-21,56774.0,397.0,9.0,0.97,0.01,0.0
2021-01-22,64461.0,436.0,9.0,1.1,0.01,0.0
2021-01-23,69193.0,464.0,9.0,1.18,0.01,0.0
2021-01-24,73645.0,543.0,9.0,1.26,0.01,0.0
2021-01-25,85475.0,616.0,9.0,1.46,0.01,0.0
2021-01-26,97910.0,709.0,9.0,1.67,0.01,0.0
2021-01-27,111561.0,750.0,9.0,1.9,0.01,0.0
2021-01-28,125895.0,820.0,9.0,2.15,0.01,0.0
2021-01-29,139686.0,1557.0,9.0,2.38,0.03,0.0
2021-01-30,146774.0,1958.0,9.0,2.5,0.03,0.0
2021-01-31,152301.0,2178.0,9.0,2.6,0.04,0.0
2021-02-01,161295.0,4271.0,9.0,2.75,0.07,0.0
2021-02-02,170811.0,6748.0,9.0,2.91,0.12,0.0
2021-02-03,182065.0,10424.0,9.0,3.1,0.18,0.0
2021-02-04,190704.0,14779.0,9.0,3.25,0.25,0.0
2021-02-05,200010.0,19992.0,9.0,3.41,0.34,0.0
2021-02-06,204341.0,21635.0,9.0,3.48,0.37,0.0
2021-02-07,206642.0,22353.0,9.0,3.52,0.38,0.0
2021-02-08,210664.0,29746.0,9.0,3.59,0.51,0.0
2021-02-09,214309.0,37824.0,9.0,3.65,0.64,0.0
2021-02-10,217375.0,46691.0,9.0,3.7,0.8,0.0
2021-02-11,218814.0,49602.0,9.0,3.73,0.85,0.0
2021-02-12,218917.0,49631.0,9.0,3.73,0.85,0.0
2021-02-13,219027.0,49657.0,9.0,3.73,0.85,0.0
2021-02-14,219603.0,53512.0,9.0,3.74,0.91,0.0
2021-02-15,220823.0,64201.0,9.0,3.76,1.09,0.0
2021-02-16,223128.0,77909.0,9.0,3.8,1.33,0.0
2021-02-17,226550.0,93326.0,9.0,3.86,1.59,0.0
2021-02-18,230844.0,107531.0,9.0,3.93,1.83,0.0
2021-02-19,236576.0,121686.0,9.0,4.03,2.07,0.0
2021-02-20,240462.0,129189.0,9.0,4.1,2.2,0.0
2021-02-21,242527.0,135064.0,9.0,4.13,2.3,0.0
2021-02-22,248783.0,146551.0,9.0,4.24,2.5,0.0
2021-02-23,256890.0,158163.0,9.0,4.38,2.7,0.0
2021-02-24,264589.0,169746.0,9.0,4.51,2.89,0.0
2021-02-25,273259.0,179630.0,9.0,4.66,3.06,0.0
2021-02-26,283254.0,190259.0,9.0,4.83,3.24,0.0
2021-02-27,291637.0,195695.0,9.0,4.97,3.34,0.0
2021-02-28,297793.0,198241.0,9.0,5.08,3.38,0.0
2021-03-01,307537.0,201613.0,9.0,5.24,3.44,0.0
2021-03-02,317564.0,205016.0,9.0,5.41,3.49,0.0
2021-03-03,328824.0,207798.0,9.0,5.6,3.54,0.0
2021-03-04,341220.0,209621.0,9.0,5.82,3.57,0.0
2021-03-05,354980.0,210590.0,9.0,6.05,3.59,0.0
2021-03-06,363903.0,211270.0,9.0,6.2,3.6,0.0
2021-03-07,368730.0,211712.0,9.0,6.28,3.61,0.0
2021-03-08,382478.0,213200.0,9.0,6.52,3.63,0.0
2021-03-09,399285.0,215106.0,9.0,6.8,3.67,0.0
2021-03-10,418218.0,217887.0,9.0,7.13,3.71,0.0
2021-03-11,440338.0,221247.0,9.0,7.5,3.77,0.0
2021-03-12,465132.0,226111.0,9.0,7.93,3.85,0.0
2021-03-13,488694.0,229553.0,9.0,8.33,3.91,0.0
2021-03-14,508687.0,231332.0,9.0,8.67,3.94,0.0
2021-03-15,536236.0,237183.0,9.0,9.14,4.04,0.0
2021-03-16,565222.0,244223.0,9.0,9.63,4.16,0.0
2021-03-17,598192.0,251742.0,9.0,10.19,4.29,0.0
2021-03-18,631098.0,259362.0,10.0,10.76,4.42,0.0
2021-03-19,667421.0,268796.0,10.0,11.37,4.58,0.0
2021-03-20,697420.0,277032.0,10.0,11.89,4.72,0.0
2021-03-21,724583.0,282606.0,10.0,12.35,4.82,0.0
2021-03-22,755144.0,292449.0,10.0,12.87,4.98,0.0
2021-03-23,783256.0,302056.0,10.0,13.35,5.15,0.0
2021-03-24,806976.0,312540.0,10.0,13.75,5.33,0.0
2021-03-25,828245.0,324488.0,10.0,14.12,5.53,0.0
2021-03-26,851362.0,338494.0,10.0,14.51,5.77,0.0
2021-03-27,874491.0,347011.0,10.0,14.9,5.91,0.0
2021-03-28,891128.0,351851.0,10.0,15.19,6.0,0.0
2021-03-29,925546.0,364639.0,10.0,15.77,6.21,0.0
2021-03-30,952715.0,380168.0,10.0,16.24,6.48,0.0
2021-03-31,975743.0,398500.0,10.0,16.63,6.79,0.0
2021-04-01,998668.0,417610.0,10.0,17.02,7.12,0.0
2021-04-02,1017365.0,433792.0,10.0,17.34,7.39,0.0
2021-04-03,1036812.0,455466.0,10.0,17.67,7.76,0.0
2021-04-04,1053160.0,471866.0,10.0,17.95,8.04,0.0
2021-04-05,1080942.0,496844.0,10.0,18.42,8.47,0.0
2021-04-06,1107815.0,521788.0,10.0,18.88,8.89,0.0
2021-04-07,1132725.0,549475.0,10.0,19.3,9.36,0.0
2021-04-08,1155917.0,578419.0,10.0,19.7,9.86,0.0
2021-04-09,1176749.0,614122.0,10.0,20.05,10.47,0.0
2021-04-10,1194710.0,645984.0,10.0,20.36,11.01,0.0
2021-04-11,1214171.0,671432.0,10.0,20.69,11.44,0.0
2021-04-12,1231301.0,700145.0,10.0,20.98,11.93,0.0
2021-04-13,1249738.0,723894.0,10.0,21.3,12.34,0.0
2021-04-14,1269423.0,744480.0,10.0,21.63,12.69,0.0
2021-04-15,1287917.0,765140.0,10.0,21.95,13.04,0.0
2021-04-16,1307962.0,788872.0,10.0,22.29,13.44,0.0
2021-04-17,1324172.0,810983.0,10.0,22.57,13.82,0.0
2021-04-18,1338680.0,826517.0,10.0,22.81,14.09,0.0
2021-04-19,1355659.0,857010.0,10.0,23.1,14.61,0.0
2021-04-20,1377398.0,881192.0,10.0,23.47,15.02,0.0
2021-04-21,1402489.0,901524.0,10.0,23.9,15.36,0.0
2021-04-22,1427393.0,921035.0,10.0,24.33,15.7,0.0
2021-04-23,1451834.0,942680.0,11.0,24.74,16.07,0.0
2021-04-24,1470470.0,967149.0,11.0,25.06,16.48,0.0
2021-04-25,1490280.0,985580.0,11.0,25.4,16.8,0.0
2021-04-26,1509453.0,1011859.0,11.0,25.72,17.24,0.0
2021-04-27,1530892.0,1036780.0,11.0,26.09,17.67,0.0
2021-04-28,1553226.0,1058506.0,11.0,26.47,18.04,0.0
2021-04-29,1579216.0,1078086.0,11.0,26.91,18.37,0.0
2021-04-30,1603338.0,1100994.0,11.0,27.32,18.76,0.0
2021-05-01,1626918.0,1114511.0,11.0,27.73,18.99,0.0
2021-05-02,1646980.0,1131058.0,11.0,28.07,19.28,0.0
2021-05-03,1668397.0,1143052.0,11.0,28.43,19.48,0.0
2021-05-04,1690435.0,1155162.0,11.0,28.81,19.69,0.0
2021-05-05,1711461.0,1169692.0,11.0,29.17,19.93,0.0
2021-05-06,1736031.0,1182972.0,11.0,29.59,20.16,0.0
2021-05-07,1758879.0,1199845.0,11.0,29.98,20.45,0.0
2021-05-08,1777790.0,1215743.0,11.0,30.3,20.72,0.0
2021-05-09,1795711.0,1229238.0,11.0,30.6,20.95,0.0
2021-05-10,1825130.0,1246679.0,11.0,31.1,21.25,0.0
2021-05-11,1852127.0,1267457.0,12.0,31.56,21.6,0.0
2021-05-12,1863486.0,1286861.0,12.0,31.76,21.93,0.0
2021-05-13,1864763.0,1287227.0,13.0,31.78,21.94,0.0
2021-05-14,1881752.0,1326571.0,13.0,32.07,22.61,0.0
2021-05-15,1904077.0,1352366.0,15.0,32.45,23.05,0.0
2021-05-16,1924178.0,1375500.0,15.0,32.79,23.44,0.0
2021-05-17,1941265.0,1398452.0,15.0,33.08,23.83,0.0
2021-05-18,1960044.0,1420174.0,15.0,33.4,24.2,0.0
2021-05-19,1978921.0,1441875.0,15.0,33.73,24.57,0.0
2021-05-20,2003077.0,1464686.0,15.0,34.14,24.96,0.0
2021-05-21,2024624.0,1492347.0,16.0,34.5,25.43,0.0
2021-05-22,2041826.0,1523209.0,16.0,34.8,25.96,0.0
2021-05-23,2059551.0,1548245.0,16.0,35.1,26.39,0.0
2021-05-24,2086810.0,1568599.0,17.0,35.56,26.73,0.0
2021-05-25,2117154.0,1589556.0,17.0,36.08,27.09,0.0
2021-05-26,2144302.0,1603542.0,17.0,36.54,27.33,0.0
2021-05-27,2168421.0,1625680.0,17.0,36.95,27.71,0.0
2021-05-28,2194617.0,1649001.0,18.0,37.4,28.1,0.0
2021-05-29,2219600.0,1669597.0,18.0,37.83,28.45,0.0
2021-05-30,2240105.0,1687327.0,19.0,38.18,28.76,0.0
2021-05-31,2258800.0,1716326.0,19.0,38.5,29.25,0.0
2021-06-01,2284631.0,1736826.0,19.0,38.94,29.6,0.0
2021-06-02,2317251.0,1747734.0,19.0,39.49,29.79,0.0
2021-06-03,2363049.0,1756521.0,21.0,40.27,29.94,0.0
2021-06-04,2402123.0,1775773.0,21.0,40.94,30.26,0.0
2021-06-05,2431300.0,1799342.0,21.0,41.43,30.66,0.0
2021-06-06,2456866.0,1819682.0,22.0,41.87,31.01,0.0
2021-06-07,2483301.0,1834611.0,22.0,42.32,31.27,0.0
2021-06-08,2505038.0,1850511.0,22.0,42.69,31.54,0.0
2021-06-09,2532552.0,1865520.0,22.0,43.16,31.79,0.0
2021-06-10,2564128.0,1877150.0,22.0,43.7,31.99,0.0
2021-06-11,2595362.0,1895599.0,25.0,44.23,32.31,0.0
2021-06-12,2623647.0,1911247.0,25.0,44.71,32.57,0.0
2021-06-13,2650836.0,1923544.0,27.0,45.18,32.78,0.0
2021-06-14,2684580.0,1938581.0,27.0,45.75,33.04,0.0
2021-06-15,2721939.0,1953823.0,30.0,46.39,33.3,0.0
2021-06-16,2765484.0,1968326.0,36.0,47.13,33.54,0.0
2021-06-17,2807389.0,1982093.0,37.0,47.84,33.78,0.0
2021-06-18,2847672.0,1999411.0,40.0,48.53,34.07,0.0
2021-06-19,2887297.0,2015923.0,42.0,49.21,34.36,0.0
2021-06-20,2920967.0,2027795.0,44.0,49.78,34.56,0.0
2021-06-21,2964927.0,2039493.0,46.0,50.53,34.76,0.0
2021-06-22,3005621.0,2051110.0,48.0,51.22,34.96,0.0
2021-06-23,3046742.0,2061956.0,48.0,51.92,35.14,0.0
2021-06-24,3087493.0,2072336.0,51.0,52.62,35.32,0.0
2021-06-25,3127396.0,2083500.0,54.0,53.3,35.51,0.0
2021-06-26,3183614.0,2093047.0,54.0,54.26,35.67,0.0
2021-06-27,3233203.0,2100019.0,58.0,55.1,35.79,0.0
2021-06-28,3284015.0,2109817.0,59.0,55.97,35.96,0.0
2021-06-29,3323147.0,2118770.0,61.0,56.63,36.11,0.0
2021-06-30,3379946.0,2129208.0,67.0,57.6,36.29,0.0
2021-07-01,3441525.0,2147059.0,72.0,58.65,36.59,0.0
2021-07-02,3504099.0,2166428.0,74.0,59.72,36.92,0.0
2021-07-03,3564779.0,2184057.0,79.0,60.75,37.22,0.0
2021-07-04,3619056.0,2201509.0,83.0,61.68,37.52,0.0
2021-07-05,3678489.0,2217942.0,87.0,62.69,37.8,0.0
2021-07-06,3734924.0,2233632.0,90.0,63.65,38.07,0.0
2021-07-07,3791096.0,2250981.0,92.0,64.61,38.36,0.0
2021-07-08,3845479.0,2269604.0,92.0,65.54,38.68,0.0
2021-07-09,3896909.0,2295843.0,97.0,66.41,39.13,0.0
2021-07-10,3942720.0,2321853.0,98.0,67.19,39.57,0.0
2021-07-11,3979774.0,2349715.0,103.0,67.82,40.04,0.0
2021-07-12,4022433.0,2380769.0,103.0,68.55,40.57,0.0
2021-07-13,4054196.0,2413233.0,106.0,69.09,41.13,0.0
2021-07-14,4079847.0,2452051.0,107.0,69.53,41.79,0.0
2021-07-15,4103511.0,2495869.0,111.0,69.93,42.54,0.0
2021-07-16,4127904.0,2553836.0,113.0,70.35,43.52,0.0
2021-07-17,4148319.0,2610485.0,116.0,70.7,44.49,0.0
2021-07-18,4165589.0,2660301.0,118.0,70.99,45.34,0.0
2021-07-19,4180205.0,2690827.0,120.0,71.24,45.86,0.0
2021-07-20,4182818.0,2691723.0,125.0,71.28,45.87,0.0
2021-07-21,4203352.0,2744561.0,128.0,71.63,46.77,0.0
2021-07-22,4222191.0,2794922.0,132.0,71.96,47.63,0.0
2021-07-23,4240024.0,2857322.0,133.0,72.26,48.7,0.0
2021-07-24,4254667.0,2913348.0,137.0,72.51,49.65,0.0
2021-07-25,4268062.0,2960871.0,141.0,72.74,50.46,0.0
2021-07-26,4283259.0,3010611.0,141.0,73.0,51.31,0.0
2021-07-27,4298838.0,3046485.0,145.0,73.26,51.92,0.0
2021-07-28,4313261.0,3092883.0,149.0,73.51,52.71,0.0
2021-07-29,4327872.0,3142143.0,151.0,73.76,53.55,0.0
2021-07-30,4339984.0,3204909.0,152.0,73.96,54.62,0.0
2021-07-31,4350714.0,3264793.0,156.0,74.15,55.64,0.0
2021-08-01,4358844.0,3317039.0,158.0,74.28,56.53,0.0
2021-08-02,4370036.0,3371112.0,165.0,74.48,57.45,0.0
2021-08-03,4381449.0,3421505.0,171.0,74.67,58.31,0.0
2021-08-04,4392082.0,3473974.0,175.0,74.85,59.2,0.0
2021-08-05,4402294.0,3529277.0,181.0,75.02,60.15,0.0
2021-08-06,4412506.0,3592891.0,190.0,75.2,61.23,0.0
2021-08-07,4423900.0,3652510.0,199.0,75.39,62.25,0.0
2021-08-08,4434125.0,3702558.0,205.0,75.57,63.1,0.0
2021-08-09,4444201.0,3735502.0,220.0,75.74,63.66,0.0
2021-08-10,4457139.0,3771897.0,227.0,75.96,64.28,0.0
2021-08-11,4469237.0,3807771.0,236.0,76.17,64.89,0.0
2021-08-12,4480373.0,3842420.0,245.0,76.36,65.48,0.0
2021-08-13,4492989.0,3886989.0,254.0,76.57,66.24,0.0
2021-08-14,4505455.0,3930307.0,273.0,76.78,66.98,0.0
2021-08-15,4513703.0,3959471.0,286.0,76.92,67.48,0.0
2021-08-16,4523900.0,3978621.0,292.0,77.1,67.8,0.0
2021-08-17,4532807.0,3993807.0,298.0,77.25,68.06,0.01
2021-08-18,4541295.0,4009584.0,311.0,77.39,68.33,0.01
2021-08-19,4549067.0,4023998.0,324.0,77.53,68.58,0.01
2021-08-20,4558571.0,4042721.0,337.0,77.69,68.9,0.01
2021-08-21,4567279.0,4058179.0,361.0,77.84,69.16,0.01
2021-08-22,4572618.0,4066651.0,377.0,77.93,69.3,0.01
2021-08-23,4579240.0,4079577.0,411.0,78.04,69.53,0.01
2021-08-24,4585385.0,4090681.0,429.0,78.15,69.71,0.01
2021-08-25,4591950.0,4102057.0,451.0,78.26,69.91,0.01
2021-08-26,4597975.0,4112730.0,473.0,78.36,70.09,0.01
2021-08-27,4605505.0,4127568.0,495.0,78.49,70.34,0.01
2021-08-28,4611963.0,4141055.0,522.0,78.6,70.57,0.01
2021-08-29,4615813.0,4149433.0,538.0,78.66,70.72,0.01
2021-08-30,4621743.0,4158904.0,566.0,78.76,70.88,0.01
2021-08-31,4627728.0,4169996.0,595.0,78.87,71.07,0.01
2021-09-01,4633649.0,4179696.0,622.0,78.97,71.23,0.01
2021-09-02,4639289.0,4188865.0,645.0,79.06,71.39,0.01
2021-09-03,4645592.0,4202370.0,670.0,79.17,71.62,0.01
2021-09-04,4651028.0,4216381.0,696.0,79.26,71.86,0.01
2021-09-05,4654763.0,4225685.0,705.0,79.33,72.02,0.01
2021-09-06,4660035.0,4233719.0,737.0,79.42,72.15,0.01
2021-09-07,4665122.0,4241087.0,760.0,79.5,72.28,0.01
2021-09-08,4670200.0,4247997.0,792.0,79.59,72.4,0.01
2021-09-09,4674756.0,4254816.0,818.0,79.67,72.51,0.01
2021-09-10,4679026.0,4265869.0,840.0,79.74,72.7,0.01
2021-09-11,4682953.0,4276287.0,868.0,79.81,72.88,0.01
2021-09-12,4686771.0,4284179.0,974.0,79.87,73.01,0.02
2021-09-13,4690537.0,4290448.0,1006.0,79.94,73.12,0.02
2021-09-14,4694397.0,4296362.0,1207.0,80.0,73.22,0.02
2021-09-15,4698821.0,4302260.0,5958.0,80.08,73.32,0.1
2021-09-16,4703033.0,4307789.0,9107.0,80.15,73.41,0.16
2021-09-17,4708067.0,4316236.0,17384.0,80.24,73.56,0.3
2021-09-18,4711968.0,4323553.0,30403.0,80.3,73.68,0.52
2021-09-19,4714975.0,4329058.0,38517.0,80.35,73.78,0.66
2021-09-20,4718910.0,4334540.0,50384.0,80.42,73.87,0.86
2021-09-21,4722761.0,4339463.0,58594.0,80.49,73.95,1.0
2021-09-22,4726358.0,4344904.0,73839.0,80.55,74.05,1.26
2021-09-23,4730590.0,4349600.0,90739.0,80.62,74.13,1.55
2021-09-24,4734932.0,4356524.0,114162.0,80.69,74.24,1.95
2021-09-25,4738299.0,4362809.0,135904.0,80.75,74.35,2.32
2021-09-26,4741766.0,4369256.0,151267.0,80.81,74.46,2.58
2021-09-27,4745417.0,4373895.0,173437.0,80.87,74.54,2.96
2021-09-28,4749593.0,4378739.0,197579.0,80.94,74.62,3.37
2021-09-29,4753310.0,4383419.0,217711.0,81.01,74.7,3.71
2021-09-30,4756849.0,4388204.0,238831.0,81.07,74.78,4.07
2021-10-01,4760081.0,4392722.0,260058.0,81.12,74.86,4.43
2021-10-02,4762549.0,4396577.0,281744.0,81.16,74.93,4.8
2021-10-03,4764866.0,4400564.0,300587.0,81.2,75.0,5.12
2021-10-04,4767801.0,4403682.0,322497.0,81.25,75.05,5.5
2021-10-05,4771363.0,4407426.0,342466.0,81.31,75.11,5.84
2021-10-06,4774950.0,4410933.0,358147.0,81.38,75.17,6.1
2021-10-07,4778454.0,4414176.0,372805.0,81.44,75.23,6.35
2021-10-08,4782222.0,4418663.0,393669.0,81.5,75.3,6.71
2021-10-09,4785892.0,4422731.0,412848.0,81.56,75.37,7.04
2021-10-10,4789779.0,4427425.0,439134.0,81.63,75.45,7.48
2021-10-11,4794512.0,4430536.0,465549.0,81.71,75.51,7.93
2021-10-12,4798486.0,4433740.0,488082.0,81.78,75.56,8.32
2021-10-13,4802045.0,4436621.0,507261.0,81.84,75.61,8.64
2021-10-14,4805312.0,4439369.0,524818.0,81.89,75.66,8.94
2021-10-15,4809209.0,4442964.0,553707.0,81.96,75.72,9.44
2021-10-16,4812556.0,4446285.0,576438.0,82.02,75.77,9.82
2021-10-17,4814368.0,4448119.0,587698.0,82.05,75.81,10.02
2021-10-18,4817261.0,4451365.0,603803.0,82.1,75.86,10.29
2021-10-19,4819752.0,4453875.0,621490.0,82.14,75.9,10.59
2021-10-20,4821684.0,4456373.0,636120.0,82.17,75.95,10.84
2021-10-21,4824108.0,4459485.0,653530.0,82.21,76.0,11.14
2021-10-22,4826438.0,4462569.0,679358.0,82.25,76.05,11.58
2021-10-23,4828874.0,4467260.0,697837.0,82.29,76.13,11.89
2021-10-24,4830238.0,4468972.0,707549.0,82.32,76.16,12.06
2021-10-25,4832664.0,4472097.0,722651.0,82.36,76.21,12.32
2021-10-26,4835144.0,4475382.0,742736.0,82.4,76.27,12.66
2021-10-27,4837300.0,4478474.0,757687.0,82.44,76.32,12.91
2021-10-28,4839691.0,4481798.0,775740.0,82.48,76.38,13.22
2021-10-29,4841930.0,4485492.0,807411.0,82.52,76.44,13.76
2021-10-30,4844350.0,4491033.0,831607.0,82.56,76.54,14.17
2021-10-31,4845878.0,4493973.0,846349.0,82.58,76.59,14.42
2021-11-01,4848152.0,4497997.0,864374.0,82.62,76.66,14.73
2021-11-02,4850230.0,4501525.0,886566.0,82.66,76.72,15.11
2021-11-03,4852089.0,4504610.0,902216.0,82.69,76.77,15.38
2021-11-04,4852914.0,4505895.0,902740.0,82.7,76.79,15.38
2021-11-05,4855417.0,4511075.0,932253.0,82.75,76.88,15.89
2021-11-06,4857474.0,4515762.0,955519.0,82.78,76.96,16.28
2021-11-07,4858760.0,4518034.0,969753.0,82.8,77.0,16.53
2021-11-08,4860674.0,4522216.0,987388.0,82.84,77.07,16.83
2021-11-09,4863154.0,4525833.0,1010784.0,82.88,77.13,17.23
2021-11-10,4865377.0,4529478.0,1031136.0,82.92,77.19,17.57
2021-11-11,4867739.0,4533178.0,1050962.0,82.96,77.26,17.91
2021-11-12,4870081.0,4537305.0,1079401.0,83.0,77.33,18.4
2021-11-13,4872101.0,4540763.0,1104595.0,83.03,77.38,18.82
2021-11-14,4873713.0,4544250.0,1121346.0,83.06,77.44,19.11
2021-11-15,4875754.0,4547679.0,1139907.0,83.09,77.5,19.43
2021-11-16,4877692.0,4551250.0,1160954.0,83.13,77.56,19.79
2021-11-17,4879413.0,4554432.0,1177398.0,83.16,77.62,20.07
2021-11-18,4881075.0,4557953.0,1194524.0,83.18,77.68,20.36
2021-11-19,4882750.0,4561326.0,1220459.0,83.21,77.74,20.8
2021-11-20,4884457.0,4564474.0,1244268.0,83.24,77.79,21.21
2021-11-21,4885885.0,4567364.0,1261121.0,83.27,77.84,21.49
2021-11-22,4887650.0,4570458.0,1279067.0,83.3,77.89,21.8
2021-11-23,4889352.0,4573627.0,1295491.0,83.33,77.94,22.08
2021-11-24,4891019.0,4576610.0,1309353.0,83.35,78.0,22.31
2021-11-25,4892833.0,4579947.0,1323448.0,83.38,78.05,22.55
2021-11-26,4894434.0,4583436.0,1349045.0,83.41,78.11,22.99
2021-11-27,4895857.0,4586163.0,1371979.0,83.44,78.16,23.38
2021-11-28,4897044.0,4588924.0,1385796.0,83.46,78.21,23.62
2021-11-29,4898637.0,4591996.0,1400942.0,83.48,78.26,23.88
2021-11-30,4900384.0,4595380.0,1422573.0,83.51,78.32,24.24
2021-12-01,4901946.0,4598455.0,1437143.0,83.54,78.37,24.49
2021-12-02,4903372.0,4601990.0,1450655.0,83.56,78.43,24.72
2021-12-03,4904716.0,4606227.0,1473225.0,83.59,78.5,25.11
2021-12-04,4906040.0,4610768.0,1494083.0,83.61,78.58,25.46
2021-12-05,4906921.0,4613081.0,1508339.0,83.62,78.62,25.71
2021-12-06,4908121.0,4617523.0,1524065.0,83.65,78.69,25.97
2021-12-07,4909347.0,4621657.0,1543229.0,83.67,78.76,26.3
2021-12-08,4910538.0,4625742.0,1558610.0,83.69,78.83,26.56
2021-12-09,4911722.0,4629691.0,1572710.0,83.71,78.9,26.8
2021-12-10,4912503.0,4633747.0,1595956.0,83.72,78.97,27.2
2021-12-11,4913563.0,4638079.0,1617311.0,83.74,79.04,27.56
2021-12-12,4914315.0,4640304.0,1631332.0,83.75,79.08,27.8
2021-12-13,4915325.0,4644366.0,1648097.0,83.77,79.15,28.09
2021-12-14,4916275.0,4648246.0,1673393.0,83.78,79.22,28.52
2021-12-15,4917188.0,4652134.0,1693163.0,83.8,79.28,28.86
2021-12-16,4917970.0,4656096.0,1714858.0,83.81,79.35,29.23
2021-12-17,4918705.0,4660164.0,1741029.0,83.83,79.42,29.67
2021-12-18,4919602.0,4663954.0,1765695.0,83.84,79.48,30.09
2021-12-19,4920145.0,4666068.0,1785131.0,83.85,79.52,30.42
2021-12-20,4921116.0,4670162.0,1813739.0,83.87,79.59,30.91
2021-12-21,4922010.0,4673879.0,1843481.0,83.88,79.65,31.42
2021-12-22,4922915.0,4677683.0,1875505.0,83.9,79.72,31.96
2021-12-23,4923749.0,4681340.0,1910549.0,83.91,79.78,32.56
2021-12-24,4924163.0,4683820.0,1932990.0,83.92,79.82,32.94
2021-12-25,4924314.0,4684570.0,1933477.0,83.92,79.84,32.95
2021-12-26,4925081.0,4687714.0,1975104.0,83.93,79.89,33.66
2021-12-27,4929228.0,4692117.0,2015238.0,84.01,79.96,34.34
2021-12-28,4933529.0,4696485.0,2059806.0,84.08,80.04,35.1
2021-12-29,4939497.0,4700451.0,2102028.0,84.18,80.11,35.82
2021-12-30,4945834.0,4704528.0,2144216.0,84.29,80.18,36.54
2021-12-31,4949460.0,4706946.0,2167777.0,84.35,80.22,36.94
2022-01-01,4949706.0,4707493.0,2168436.0,84.35,80.23,36.95
2022-01-02,4956883.0,4709881.0,2208219.0,84.48,80.27,37.63
2022-01-03,4966855.0,4712802.0,2245770.0,84.65,80.32,38.27
2022-01-04,4971485.0,4715434.0,2282342.0,84.73,80.36,38.9
2022-01-05,4973613.0,4717912.0,2316869.0,84.76,80.4,39.48
2022-01-06,4979902.0,4720269.0,2356844.0,84.87,80.44,40.17
2022-01-07,4988844.0,4722866.0,2406981.0,85.02,80.49,41.02
2022-01-08,4999620.0,4725499.0,2454793.0,85.2,80.53,41.84
2022-01-09,5009198.0,4726709.0,2495022.0,85.37,80.55,42.52
2022-01-10,5014460.0,4729165.0,2536129.0,85.46,80.6,43.22
2022-01-11,5018022.0,4731440.0,2571644.0,85.52,80.63,43.83
2022-01-12,5022708.0,4733723.0,2605495.0,85.6,80.67,44.4
2022-01-13,5029961.0,4736047.0,2640035.0,85.72,80.71,44.99
2022-01-14,5039387.0,4738549.0,2684652.0,85.88,80.76,45.75
2022-01-15,5050626.0,4740398.0,2726488.0,86.07,80.79,46.47
2022-01-16,5059363.0,4741800.0,2757221.0,86.22,80.81,46.99
2022-01-17,5063558.0,4745023.0,2789031.0,86.29,80.87,47.53
2022-01-18,5066778.0,4748033.0,2814880.0,86.35,80.92,47.97
2022-01-19,5070571.0,4751495.0,2839834.0,86.41,80.98,48.4
2022-01-20,5075907.0,4755328.0,2865302.0,86.5,81.04,48.83
2022-01-21,5083123.0,4760403.0,2898446.0,86.63,81.13,49.4
2022-01-22,5091091.0,4765929.0,2928592.0,86.76,81.22,49.91
2022-01-23,5097916.0,4770498.0,2948981.0,86.88,81.3,50.26
2022-01-24,5101374.0,4776058.0,2976876.0,86.94,81.39,50.73
2022-01-25,5105445.0,4781025.0,3001530.0,87.01,81.48,51.15
2022-01-26,5109875.0,4785543.0,3022807.0,87.08,81.56,51.52
2022-01-27,5114799.0,4792059.0,3044755.0,87.17,81.67,51.89
2022-01-28,5118378.0,4800962.0,3073713.0,87.23,81.82,52.38
2022-01-29,5122291.0,4809981.0,3097437.0,87.3,81.97,52.79
2022-01-30,5124352.0,4818868.0,3112762.0,87.33,82.12,53.05
2022-01-31,5127459.0,4822821.0,3123201.0,87.38,82.19,53.23
